num (ignore),Avg windspeed,windSpeed,Direction,windTurbulence,deploymentTime,,simTime,posEast,posNorth,altitude,longitude,latitude,max altitude,deploymentVelocity,groundspeedVelocity
32,5.994534926,0,223.5343634,0,73.59172373,,831.4244914,4271.471454,-1265.866418,627,118.0468886,34.98860677,24295.60602,87.87495605,11.98124287
33,1.414520003,0,195.1119349,0,70.3698762,,830.4815363,4625.959008,1059.986376,627,118.0507929,35.00952211,24303.63034,82.78578681,11.98130974
34,5.123951912,0,221.446954,0,70.21081904,,831.1540617,7253.948444,1131.397897,627,118.0796487,35.0101489,24316.85131,83.60117787,11.98078152
35,6.772656,0,242.3180613,0,69.96733331,,831.1098253,5924.679173,-1453.80623,627,118.0650348,34.98690826,24292.54886,86.83308099,11.98147322
36,4.316244893,0,202.5028701,0,73.10941684,,832.410915,1561.906235,1225.919735,627,118.01715,35.01102376,24166.20595,82.48225894,12.00414765
37,1.519936,0,205.986223,0,70.26797211,,833.5855355,6832.936259,554.0925842,627,118.0750212,35.00496,24254.31627,84.32742328,11.98635575
38,0.00668654,0,227.6536349,0,67.3438097,,831.347717,1808.486893,2423.624973,627,118.0198601,35.02179457,24216.13148,83.393924,11.98149561
39,1.870067408,0,186.1535365,0,70.61023643,,831.8779251,3012.338639,502.3914291,627,118.0330734,35.00451363,24317.90689,82.95141613,11.98144507
40,1.871591228,0,262.0721241,0,68.33076273,,830.1626651,4602.682433,395.8929417,627,118.0505336,35.00354988,24305.77639,83.01385391,11.98192678
41,3.367701333,0,243.5141054,0,73.05481334,,831.4058749,8358.106219,165.5729517,627,118.0917627,35.00145451,24300.17423,84.25570172,11.98114663
42,7.584778667,0,100.8698164,0,69.80452875,,831.8780833,3977.702666,703.8964283,627,118.0436733,35.00632247,24098.78298,84.09934329,11.98135169
43,0.672186429,0,162.0633644,0,67.74185976,,832.4654786,3458.913973,627.148483,627,118.037977,35.00563417,24224.45419,85.33879882,11.98556067
44,8.49376,0,223.7610564,0,71.59723119,,831.4134703,7668.316324,228.8180381,627,118.0841902,35.00202875,24349.56639,83.2049163,11.9800923
45,1.404129466,0,41.80934679,0,67.61793313,,830.6917528,5893.851126,-444.8587728,627,118.0647036,34.99598212,24303.10324,83.21698572,11.9890523
46,1.401989629,0,209.1279824,0,73.52135956,,828.7661973,2783.863208,146.0415844,627,118.0305637,35.00130955,24211.4985,82.54900079,11.97555112
47,4.902538667,0,240.6371844,0,67.88533504,,830.5037783,7478.169402,-1602.638132,627,118.082086,34.9855595,24333.64083,84.07342399,11.98124934
48,0.674615437,0,227.0306406,0,73.83417407,,831.5219844,5239.710674,1081.822951,627,118.057532,35.0097155,24262.28278,84.02756342,11.98627809
49,5.038597131,0,76.30114351,0,72.33448253,,830.8929927,2441.062638,263.1911796,627,118.0268004,35.00236399,24319.64245,82.56997779,11.98144686
50,0.882519586,0,240.0233214,0,72.80575322,,830.6700619,4521.002882,2330.013674,627,118.0496474,35.02094421,24334.0707,83.57867698,11.98085596
51,4.400285444,0,226.7322944,0,68.47659683,,829.8395509,5376.640693,-3234.247002,627,118.0590075,34.97089944,24272.53243,82.26238622,11.98175252
52,2.537429982,0,241.383093,0,72.48370794,,830.6320706,3025.425502,-227.4896424,627,118.0332144,34.99794961,24306.03367,82.46642307,11.98180945
53,0.22352,0,309.975296,0,73.88952735,,831.6944377,2425.694152,497.4162689,627,118.0266324,35.00447046,24315.68608,82.74798362,11.9810416
54,7.584778667,0,223.8297401,0,71.30234234,,830.8601638,4440.511533,521.156489,627,118.0487538,35.00467713,24308.45147,82.4138117,11.980944
55,6.147543577,0,191.7965277,0,69.6045332,,829.9092572,6453.308335,-2273.089067,627,118.0708312,34.97953705,24329.16822,82.88140881,11.97936832
56,0.673129239,0,252.732937,0,71.19197555,,830.4566355,6164.992087,670.4977899,627,118.0676885,35.00601115,24310.49047,82.46347669,11.98136769
57,4.404469206,0,198.0782978,0,67.51764807,,830.6181091,7783.908884,470.7775476,627,118.0854615,35.00420386,24322.12223,82.48636069,11.98053094
58,0.905043703,0,223.0602867,0,67.04061768,,831.1711993,4231.741951,2709.665468,627,118.0464728,35.02435975,24212.65703,82.72965675,11.98624707
59,2.253123468,0,231.3557596,0,72.41773914,,831.716619,1244.522053,759.9758818,627,118.0136644,35.00683386,24148.64012,82.62294199,11.98161278
60,2.176947212,0,224.5150352,0,70.99618116,,830.2660614,7622.004876,389.5348485,627,118.0836832,35.00347446,24316.2262,82.70692405,12.0168995
61,8.896096,0,224.3631125,0,68.13711148,,832.1594792,842.143565,-1579.373992,627,118.009244,34.985796,24123.83558,81.94116187,11.98182875
62,0.759968,0,175.7330275,0,68.18951796,,831.3697449,4916.133444,322.1423877,627,118.0539746,35.00288515,24165.46464,82.79284893,11.98527658
63,5.945632,0,24.16471564,0,70.79263184,,830.3956578,5926.428351,1111.090939,627,118.0650724,35.00997492,24304.31514,83.22221171,11.98033297
64,2.548164307,0,244.1565118,0,72.03901511,,832.0587303,2921.209229,1988.550285,627,118.0320781,35.01787924,24181.9155,83.71378983,11.98142658
65,1.409519281,0,207.0046515,0,71.97967208,,831.6034144,3412.490229,-79.21523435,627,118.0374643,34.99928185,24296.17343,83.52058088,11.99232173
66,4.055090899,0,252.2956112,0,73.66413164,,831.6619159,5475.449396,2599.516727,627,118.0601304,35.02336319,24325.56741,83.08024627,11.99068661
67,1.619129706,0,180.4632274,0,68.88209862,,833.0160281,3866.847819,2299.618553,627,118.0424637,35.02067357,24311.30346,83.3464385,11.98119332
68,3.263392,0,232.2864371,0,68.90156347,,831.0044983,4295.692574,-2537.048739,627,118.0471479,34.97717466,24283.32698,82.83990688,11.98083541
69,1.39400218,0,317.5265327,0,70.48409802,,832.1358688,10992.7416,-1751.038088,627,118.1206626,34.98419284,24284.20994,82.2823479,11.96478625
70,0.996100031,0,235.0812088,0,71.56281394,,830.1628897,1814.03482,588.1412902,627,118.019917,35.00528766,24225.83605,82.54672929,11.98292962
71,1.912106951,0,119.5000375,0,72.71951103,,831.8148452,5584.689145,885.9259817,627,118.0613185,35.00795191,24219.19556,84.57173359,11.98295893
72,1.138758403,0,111.4249317,0,70.49052649,,831.1436759,7348.200469,-1227.141316,627,118.0806627,34.98893737,24339.80933,82.70540413,11.98143934
73,6.347968,0,194.3714568,0,72.41781162,,830.4037187,4416.316104,695.451318,627,118.0484891,35.0062447,24286.82229,83.88071303,11.98221976
74,2.423956665,0,223.41439,0,69.52337207,,830.3871001,5075.414206,-382.9561249,627,118.055719,34.99654326,24308.57791,83.80255587,11.98377458
75,8.896096,0,181.5881555,0,68.13985755,,830.2171218,3879.239338,555.3520338,627,118.0425916,35.00498696,24348.18798,82.76854442,11.98126729
76,4.398247057,0,247.1019151,0,69.04154023,,832.2083251,2302.003919,-375.2146065,627,118.0252719,34.996623,24279.5717,82.71378712,11.98121586
77,7.689088,0,89.20099449,0,68.41856468,,831.3901066,2486.094943,61.75392631,627,118.0272942,35.00055231,24316.36673,83.23753403,11.9810722
78,6.025067405,0,75.48865155,0,72.47857392,,830.9556904,6957.980704,-1497.706554,627,118.0763769,34.98650688,24232.23059,82.81346549,11.97920553
79,2.188265041,0,205.267218,0,69.89790398,,830.7570471,5826.12891,-840.9179439,627,118.0639573,34.99242067,24175.00913,82.7094494,11.98156052
80,4.320868892,0,209.8415197,0,70.20762877,,830.3138641,7890.225781,411.8821099,627,118.0866282,35.00367338,24270.50666,83.84052172,11.98975304
